StartIndex	EndIndex	GO:ID	Term	ConceptName	PreferredName	CUID
4346	4388	GO:0009790	at embryonic day 12.5 (e12.5) in the mouse	embryo development	Embryonic Development	C0013936
4422	4435	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
4529	4533	GO:0005623	cell	cell	Cells	C0007634
4636	4651	GO:0043473	visual pigments	pigmentation	Pigmentation	C0031911
4672	4699	GO:0001750	photoreceptor outer segment	photoreceptor outer segment	Outer segment of photoreceptor	C1325525
4705	4724	GO:0043195	a synaptic terminus	synaptic bouton	Presynaptic Terminals	C0206181
4853	4893	GO:0030849	autosomal dominant cone-rod dystrophy 2,	autosome	Autosome	C0596142
4894	4939	GO:0030849	autosomal dominant-type retinitis pigmentosa,	autosome	Autosome	C0596142
5015	5049	GO:0008594	general photoreceptor development,	photoreceptor cell morphogenesis		C1326034
5056	5084	GO:0000988	other transcription factors,	transcription factor activity		C1148759
5056	5084	GO:0001070	other transcription factors,	transcription factor activity		C1148759
5056	5084	GO:0001071	other transcription factors,	transcription factor activity		C1148759
5056	5084	GO:0003700	other transcription factors,	transcription factor activity		C1148759
5153	5157	GO:0005623	cell	cell	Cells	C0007634
5511	5527	GO:0008181	tumor suppressor	tumor suppressor	tumor suppressor activity	C1325410
5511	5527	GO:0051726	tumor suppressor	tumor suppressor	tumor suppressor activity	C1325410
5534	5563	GO:0003723	the rna-binding protein smaug	RNA binding	RNA Binding	C1148846
5602	5638	GO:0009291	yeast mating type signaling proteins	unidirectional conjugation		C1160186
5651	5683	GO:0000988	ets family transcription factors	transcription factor activity		C1148759
5651	5683	GO:0001070	ets family transcription factors	transcription factor activity		C1148759
5651	5683	GO:0001071	ets family transcription factors	transcription factor activity		C1148759
5651	5683	GO:0003700	ets family transcription factors	transcription factor activity		C1148759
5714	5727	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
5755	5769	GO:0016458	gene silencing	gene silencing	Gene Silencing	C0598496
5832	5866	GO:0010468	implicated in hox gene regulation.	regulation of gene expression	Gene Expression Regulation	C0017263
5893	5943	GO:0016458	lies in stable silencing of specific sets of genes	gene silencing	Gene Silencing	C0598496
5944	5976	GO:0016569	through chromatin modifications.	covalent chromatin modification		C1156198
5977	6026	GO:0035102	a member of polycomb repressive complex 1 (prc1),	PRC1 complex location		C1325724
6076	6088	GO:0035102	prc1 complex	PRC1 complex location		C1325724
6201	6252	GO:0009058	the formation of a higher order chromatin structure	anabolism	Anabolism	C0220781
6276	6309	GO:0007567	the repressed state of hox genes.	parturition	Birth	C0005615
6276	6309	GO:0000003	the repressed state of hox genes.	reproduction	Reproduction	C0035150
6340	6353	GO:0007567	a novel gene,	parturition	Birth	C0005615
6340	6353	GO:0000003	a novel gene,	reproduction	Reproduction	C0035150
6572	6596	GO:0048468	terminal differentiation	terminal differentiation		C2752630
6693	6717	GO:0005634	localized in the nucleus	cell nucleus	Cell Nucleus	C0007610
6815	6847	GO:0003677	fused to gal4 dna-binding domain	DNA binding	dna binding	C1148673
6863	6876	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
6950	6983	GO:0017053	transcriptional repressor complex	transcriptional repressor complex		C1167149
6984	7021	GO:0060041	in retinal photoreceptor development.	retinal development		C2610344
7076	7093	GO:0007567	novel mouse genes	parturition	Birth	C0005615
7076	7093	GO:0000003	novel mouse genes	reproduction	Reproduction	C0035150
7668	7680	GO:0007567	a novel gene	parturition	Birth	C0005615
7668	7680	GO:0000003	a novel gene	reproduction	Reproduction	C0035150
7818	7840	GO:0006413	translation initiation	translation initiation	Translation Initiation	C1519613
8140	8197	GO:1902698	the amino acid sequence of the sam domain of mr-s protein	acidogenesis		C3823112
8140	8197	GO:1902705	the amino acid sequence of the sam domain of mr-s protein	acidogenesis		C3823112
8140	8197	GO:1902706	the amino acid sequence of the sam domain of mr-s protein	acidogenesis		C3823112
8140	8197	GO:1902699	the amino acid sequence of the sam domain of mr-s protein	acidogenesis		C3823112
8761	8799	GO:0050000	the chromosomal localizations of mouse	chromosome localization		C1657114
8804	8820	GO:0007567	human mr-s genes	parturition	Birth	C0005615
8804	8820	GO:0000003	human mr-s genes	reproduction	Reproduction	C0035150
8933	8943	GO:0005694	chromosome	chromosome	Chromosomes	C0008633
8977	8987	GO:0005694	chromosome	chromosome	Chromosomes	C0008633
9192	9213	GO:1902698	amino acid sequences.	acidogenesis		C3823112
9192	9213	GO:1902705	amino acid sequences.	acidogenesis		C3823112
9192	9213	GO:1902706	amino acid sequences.	acidogenesis		C3823112
9192	9213	GO:1902699	amino acid sequences.	acidogenesis		C3823112
9238	9249	GO:1902698	amino acids	acidogenesis		C3823112
9238	9249	GO:1902705	amino acids	acidogenesis		C3823112
9238	9249	GO:1902706	amino acids	acidogenesis		C3823112
9238	9249	GO:1902699	amino acids	acidogenesis		C3823112
9261	9278	GO:1902698	boxed amino acids	acidogenesis		C3823112
9261	9278	GO:1902705	boxed amino acids	acidogenesis		C3823112
9261	9278	GO:1902706	boxed amino acids	acidogenesis		C3823112
9261	9278	GO:1902699	boxed amino acids	acidogenesis		C3823112
9336	9375	GO:0051179	a putative nuclear localization signal.	establishment and maintenance of localization		C1744691
9400	9446	GO:0043631	a putative polyadenylation termination signal.	RNA polyadenylation	Polyadenylation	C0949765
9562	9591	GO:1902698	conserved amino acid residues	acidogenesis		C3823112
9562	9591	GO:1902705	conserved amino acid residues	acidogenesis		C3823112
9562	9591	GO:1902706	conserved amino acid residues	acidogenesis		C3823112
9562	9591	GO:1902699	conserved amino acid residues	acidogenesis		C3823112
9719	9730	GO:0006280	mutagenesis	mutagenesis	Mutagenesis Process	C0079866
9813	9833	GO:1902698	amino acid sequences	acidogenesis		C3823112
9813	9833	GO:1902705	amino acid sequences	acidogenesis		C3823112
9813	9833	GO:1902706	amino acid sequences	acidogenesis		C3823112
9813	9833	GO:1902699	amino acid sequences	acidogenesis		C3823112
9967	10015	GO:1902698	schematic comparison of the amino acid sequences	acidogenesis		C3823112
9967	10015	GO:1902705	schematic comparison of the amino acid sequences	acidogenesis		C3823112
9967	10015	GO:1902706	schematic comparison of the amino acid sequences	acidogenesis		C3823112
9967	10015	GO:1902699	schematic comparison of the amino acid sequences	acidogenesis		C3823112
10386	10437	GO:0009790	whole mount in situ hybridization in mouse embryos.	embryo development	Embryonic Development	C0013936
10558	10589	GO:0010467	the expression of the mr-s gene	gene expression	Gene Expression	C0017262
11108	11112	GO:0005623	cell	cell	Cells	C0007634
11145	11162	GO:0007602	phototransduction	phototransduction	Light Signal Transduction	C0376451
11361	11394	GO:0008594	observed in mature photoreceptors	photoreceptor cell morphogenesis		C1326034
11527	11538	GO:0032502	development	development	Biologic Development	C0678723
11837	11865	GO:0007600	control with the sense probe	sensory perception	Esthesia	C0036658
12065	12097	GO:0009790	extracted from e13 whole embryo,	embryo development	Embryonic Development	C0013936
12113	12131	GO:0007601	except for the eye	vision	Vision	C0042789
12264	12290	GO:0043473	retinal pigment epithelium	pigmentation	Pigmentation	C0031911
12350	12354	GO:0005623	cell	cell	Cells	C0007634
12471	12502	GO:0010467	the expression of the mr-s gene	gene expression	Gene Expression	C0017262
12899	12905	GO:0031672	A band	A band		C0230715
13075	13108	GO:0007567	many photoreceptor-specific genes	parturition	Birth	C0005615
13075	13108	GO:0000003	many photoreceptor-specific genes	reproduction	Reproduction	C0035150
13201	13221	GO:0009790	in the whole embryo,	embryo development	Embryonic Development	C0013936
13404	13419	GO:0007567	pairs for genes	parturition	Birth	C0005615
13404	13419	GO:0000003	pairs for genes	reproduction	Reproduction	C0035150
13465	13484	GO:0009790	in e13 whole embryo	embryo development	Embryonic Development	C0013936
13504	13522	GO:0007601	except for the eye	vision	Vision	C0042789
13881	13913	GO:0006355	regulation of mr-s transcription	transcriptional control	Transcriptional Regulation	C1158770
13942	13968	GO:0000988	transcription factors otx2	transcription factor activity		C1148759
13942	13968	GO:0001070	transcription factors otx2	transcription factor activity		C1148759
13942	13968	GO:0001071	transcription factors otx2	transcription factor activity		C1148759
13942	13968	GO:0003700	transcription factors otx2	transcription factor activity		C1148759
13993	14044	GO:0008594	key regulators of retinal photoreceptor development	photoreceptor cell morphogenesis		C1326034
14123	14127	GO:0005623	cell	cell	Cells	C0007634
14129	14153	GO:0009790	in the embryonic retina,	embryo development	Embryonic Development	C0013936
14297	14310	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
14528	14543	GO:2000144	transactivation	transactivation	Trans-Activation, Genetic	C0040624
14583	14596	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
14687	14700	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
14801	14814	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
14801	14824	GO:0006351	that mr-s transcription	transcription	Transcription, Genetic	C0040649
15021	15034	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
15571	15584	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
15665	15672	GO:0005488	binding	binding	Binding 	C1167622
15684	15719	GO:0045289	relative activity of the luciferase	luciferin monooxygenase activity		C1151115
15993	15997	GO:0005623	cell	cell	Cells	C0007634
16096	16109	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
16214	16240	GO:0007567	fused to a luciferase gene	parturition	Birth	C0005615
16214	16240	GO:0000003	fused to a luciferase gene	reproduction	Reproduction	C0035150
16410	16417	GO:0005488	binding	binding	Binding 	C1167622
16460	16483	GO:0045289	the luciferase activity	luciferin monooxygenase activity		C1151115
16597	16601	GO:0005623	cell	cell	Cells	C0007634
16610	16633	GO:0045289	the luciferase activity	luciferin monooxygenase activity		C1151115
16737	16750	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
16823	16846	GO:0007567	used as a reporter gene	parturition	Birth	C0005615
16823	16846	GO:0000003	used as a reporter gene	reproduction	Reproduction	C0035150
16915	16930	GO:0010467	gene expression	gene expression	Gene Expression	C0017262
17120	17124	GO:0005623	cell	cell	Cells	C0007634
17152	17156	GO:0005623	cell	cell	Cells	C0007634
17308	17315	GO:0005488	binding	binding	Binding 	C1167622
17538	17558	GO:0009790	at embryonic stages.	embryo development	Embryonic Development	C0013936
17593	17606	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
17734	17741	GO:0005488	binding	binding	Binding 	C1167622
18057	18072	GO:2000144	transactivation	transactivation	Trans-Activation, Genetic	C0040624
18141	18148	GO:0005488	binding	binding	Binding 	C1167622
18190	18203	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
18224	18279	GO:0006355	crucial for the direct regulation of mr-s transcription	transcriptional control	Transcriptional Regulation	C1158770
18289	18321	GO:0043621	self-association of mr-s protein	protein self-association		C1819957
18430	18481	GO:0005488	bind to various non-sam domain-containing proteins,	binding	Binding 	C1167622
18785	18798	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
19151	19188	GO:0043621	this self-association of mr-s protein	protein self-association		C1819957
19262	19326	GO:0008134	to the dna-binding domain of the yeast transcription factor gal4	transcription factor binding		C1149367
19427	19440	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
19576	19583	GO:0005488	binding	binding	Binding 	C1167622
19590	19616	GO:0007567	upstream of the lacz gene.	parturition	Birth	C0005615
19590	19616	GO:0000003	upstream of the lacz gene.	reproduction	Reproduction	C0035150
19756	19807	GO:1902698	the n-terminus 400 amino acid (aa) stretch of mr-s,	acidogenesis		C3823112
19756	19807	GO:1902705	the n-terminus 400 amino acid (aa) stretch of mr-s,	acidogenesis		C3823112
19756	19807	GO:1902706	the n-terminus 400 amino acid (aa) stretch of mr-s,	acidogenesis		C3823112
19756	19807	GO:1902699	the n-terminus 400 amino acid (aa) stretch of mr-s,	acidogenesis		C3823112
19866	19879	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
19909	19946	GO:1902698	the n-terminus 400 aa stretch of mr-s	acidogenesis		C3823112
19909	19946	GO:1902705	the n-terminus 400 aa stretch of mr-s	acidogenesis		C3823112
19909	19946	GO:1902706	the n-terminus 400 aa stretch of mr-s	acidogenesis		C3823112
19909	19946	GO:1902699	the n-terminus 400 aa stretch of mr-s	acidogenesis		C3823112
19966	19979	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
19995	20042	GO:1902698	with the same n-terminus 400 aa stretch of mr-s	acidogenesis		C3823112
19995	20042	GO:1902705	with the same n-terminus 400 aa stretch of mr-s	acidogenesis		C3823112
19995	20042	GO:1902706	with the same n-terminus 400 aa stretch of mr-s	acidogenesis		C3823112
19995	20042	GO:1902699	with the same n-terminus 400 aa stretch of mr-s	acidogenesis		C3823112
20070	20104	GO:1902698	the n-terminus 400 aa mr-s protein	acidogenesis		C3823112
20070	20104	GO:1902705	the n-terminus 400 aa mr-s protein	acidogenesis		C3823112
20070	20104	GO:1902706	the n-terminus 400 aa mr-s protein	acidogenesis		C3823112
20070	20104	GO:1902699	the n-terminus 400 aa mr-s protein	acidogenesis		C3823112
20127	20140	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
20269	20299	GO:1902698	the 391-542 aa stretch of mr-s	acidogenesis		C3823112
20269	20299	GO:1902705	the 391-542 aa stretch of mr-s	acidogenesis		C3823112
20269	20299	GO:1902706	the 391-542 aa stretch of mr-s	acidogenesis		C3823112
20269	20299	GO:1902699	the 391-542 aa stretch of mr-s	acidogenesis		C3823112
20571	20588	GO:0005634	the yeast nucleus	cell nucleus	Cell Nucleus	C0007610
20605	20612	GO:0005488	binding	binding	Binding 	C1167622
21366	21373	GO:0005488	binding	binding	Binding 	C1167622
21459	21480	GO:1902698	(amino acids 1 to 400	acidogenesis		C3823112
21459	21480	GO:1902705	(amino acids 1 to 400	acidogenesis		C3823112
21459	21480	GO:1902706	(amino acids 1 to 400	acidogenesis		C3823112
21459	21480	GO:1902699	(amino acids 1 to 400	acidogenesis		C3823112
21513	21536	GO:1902698	(amino acids 391 to 542	acidogenesis		C3823112
21513	21536	GO:1902705	(amino acids 391 to 542	acidogenesis		C3823112
21513	21536	GO:1902706	(amino acids 391 to 542	acidogenesis		C3823112
21513	21536	GO:1902699	(amino acids 391 to 542	acidogenesis		C3823112
21551	21587	GO:0043621	self-association of the mr-s protein	protein self-association		C1819957
21601	21605	GO:0005623	cell	cell	Cells	C0007634
21668	21672	GO:0005623	cell	cell	Cells	C0007634
22634	22638	GO:0005623	cell	cell	Cells	C0007634
22754	22775	GO:1902698	(amino acids 1 to 542	acidogenesis		C3823112
22754	22775	GO:1902705	(amino acids 1 to 542	acidogenesis		C3823112
22754	22775	GO:1902706	(amino acids 1 to 542	acidogenesis		C3823112
22754	22775	GO:1902699	(amino acids 1 to 542	acidogenesis		C3823112
22787	22808	GO:1902698	(amino acids 1 to 400	acidogenesis		C3823112
22787	22808	GO:1902705	(amino acids 1 to 400	acidogenesis		C3823112
22787	22808	GO:1902706	(amino acids 1 to 400	acidogenesis		C3823112
22787	22808	GO:1902699	(amino acids 1 to 400	acidogenesis		C3823112
22814	22841	GO:1902698	sam (amino acids 401 to 542	acidogenesis		C3823112
22814	22841	GO:1902705	sam (amino acids 401 to 542	acidogenesis		C3823112
22814	22841	GO:1902706	sam (amino acids 401 to 542	acidogenesis		C3823112
22814	22841	GO:1902699	sam (amino acids 401 to 542	acidogenesis		C3823112
22964	22968	GO:0005623	cell	cell	Cells	C0007634
22985	23028	GO:0042571	co-immunoprecipitated by anti-flag antibody	immunoglobulin complex location, circulating	Immunoglobulin complex location, circulating	C3665580
23033	23062	GO:0042571	detected by anti-ha antibody.	immunoglobulin complex location, circulating	Immunoglobulin complex location, circulating	C3665580
23252	23293	GO:0042571	co-immunoprecipitated by anti-ha antibody	immunoglobulin complex location, circulating	Immunoglobulin complex location, circulating	C3665580
23298	23329	GO:0042571	detected by anti-flag antibody.	immunoglobulin complex location, circulating	Immunoglobulin complex location, circulating	C3665580
23672	23679	GO:0005488	binding	binding	Binding 	C1167622
23986	23993	GO:0005488	binding	binding	Binding 	C1167622
24044	24051	GO:0005488	binding	binding	Binding 	C1167622
24319	24363	GO:0008104	the subcellular localization of mr-s protein	protein localization	protein localization location	C0597704
24319	24363	GO:0006886	the subcellular localization of mr-s protein	intracellular protein transport		C1159772
24377	24381	GO:0005623	cell	cell	Cells	C0007634
24384	24462	GO:0008104	the putative nuclear localization signal at the n-terminus of the mr-s protein	protein localization	protein localization location	C0597704
24384	24462	GO:0006886	the putative nuclear localization signal at the n-terminus of the mr-s protein	intracellular protein transport		C1159772
24516	24541	GO:0005634	localizes in the nucleus.	cell nucleus	Cell Nucleus	C0007610
24555	24591	GO:0051179	the subcellular localization of mr-s	establishment and maintenance of localization		C1744691
24605	24609	GO:0005623	cell	cell	Cells	C0007634
24677	24681	GO:0005623	cell	cell	Cells	C0007634
24743	24781	GO:0005634	mainly in the nucleus of hek293t cells	cell nucleus	Cell Nucleus	C0007610
24807	24852	GO:0008104	the precise localization of the mr-s protein,	protein localization	protein localization location	C0597704
24807	24852	GO:0006886	the precise localization of the mr-s protein,	intracellular protein transport		C1159772
24964	24993	GO:0005634	preferentially to the nucleus	cell nucleus	Cell Nucleus	C0007610
25007	25011	GO:0005623	cell	cell	Cells	C0007634
25059	25097	GO:0006355	involved in transcriptional regulation	transcriptional control	Transcriptional Regulation	C1158770
25131	25163	GO:0051179	subcellular localization of mr-s	establishment and maintenance of localization		C1744691
25177	25181	GO:0005623	cell	cell	Cells	C0007634
25255	25283	GO:0042571	detected by anti-ha antibody	immunoglobulin complex location, circulating	Immunoglobulin complex location, circulating	C3665580
25322	25326	GO:0005623	cell	cell	Cells	C0007634
25328	25363	GO:0042571	immunostained with anti-ha antibody	immunoglobulin complex location, circulating	Immunoglobulin complex location, circulating	C3665580
25463	25476	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
25548	25577	GO:0043565	sequence-specific DNA binding	sequence-specific DNA binding		C1624609
25608	25621	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
25722	25735	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
25780	25789	GO:0000785	chromatin	chromatin	chromatin location	C1325550
25837	25867	GO:0003677	an obvious dna-binding domain.	DNA binding	dna binding	C1148673
26038	26074	GO:0003677	fused to the gal4 dna-binding domain	DNA binding	dna binding	C1148673
26141	26152	GO:0003677	DNA binding	DNA binding	dna binding	C1148673
26174	26239	GO:0003694	no effect on the pgl3 promoter plasmid lacking gal4 binding sites	plasmid binding		C1621859
26174	26239	GO:0003677	no effect on the pgl3 promoter plasmid lacking gal4 binding sites	plasmid binding		C1621859
26316	26366	GO:0045289	dbd-mrs repressed luciferase activity by about 90%	luciferin monooxygenase activity		C1151115
26419	26442	GO:0003677	gal4 dna-binding domain	DNA binding	dna binding	C1148673
26722	26743	GO:1902698	(amino acids 1 to 400	acidogenesis		C3823112
26722	26743	GO:1902705	(amino acids 1 to 400	acidogenesis		C3823112
26722	26743	GO:1902706	(amino acids 1 to 400	acidogenesis		C3823112
26722	26743	GO:1902699	(amino acids 1 to 400	acidogenesis		C3823112
26771	26794	GO:1902698	(amino acids 391 to 542	acidogenesis		C3823112
26771	26794	GO:1902705	(amino acids 391 to 542	acidogenesis		C3823112
26771	26794	GO:1902706	(amino acids 391 to 542	acidogenesis		C3823112
26771	26794	GO:1902699	(amino acids 391 to 542	acidogenesis		C3823112
26939	26954	GO:0010467	gene expression	gene expression	Gene Expression	C0017262
27033	27046	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
27188	27201	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
27300	27307	GO:0005488	binding	binding	Binding 	C1167622
27510	27523	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
27602	27615	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
27673	27686	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
27851	27882	GO:1902698	dbd-sam (amino acids 384 to 462	acidogenesis		C3823112
27851	27882	GO:1902705	dbd-sam (amino acids 384 to 462	acidogenesis		C3823112
27851	27882	GO:1902706	dbd-sam (amino acids 384 to 462	acidogenesis		C3823112
27851	27882	GO:1902699	dbd-sam (amino acids 384 to 462	acidogenesis		C3823112
27973	27992	GO:0045289	luciferase activity	luciferin monooxygenase activity		C1151115
28028	28051	GO:1902698	(amino acids 459 to 542	acidogenesis		C3823112
28028	28051	GO:1902705	(amino acids 459 to 542	acidogenesis		C3823112
28028	28051	GO:1902706	(amino acids 459 to 542	acidogenesis		C3823112
28028	28051	GO:1902699	(amino acids 459 to 542	acidogenesis		C3823112
28124	28137	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
28171	28175	GO:0005623	cell	cell	Cells	C0007634
28260	28264	GO:0005623	cell	cell	Cells	C0007634
28289	28376	GO:0045289	that dbd-mrs also reduced luciferase activity significantly in y79 retinoblastoma cells	luciferin monooxygenase activity		C1151115
28315	28334	GO:0045289	luciferase activity	luciferin monooxygenase activity		C1151115
28451	28455	GO:0005623	cell	cell	Cells	C0007634
28499	28503	GO:0005623	cell	cell	Cells	C0007634
28583	28587	GO:0005623	cell	cell	Cells	C0007634
28618	28662	GO:0005622	that intracellular environment in y79 cells,	protoplasm	Protoplasm	C0175996
28680	28684	GO:0005623	cell	cell	Cells	C0007634
28853	28866	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
28947	28951	GO:0005623	cell	cell	Cells	C0007634
29010	29023	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
29123	29146	GO:1902698	(amino acids 463 to 542	acidogenesis		C3823112
29123	29146	GO:1902705	(amino acids 463 to 542	acidogenesis		C3823112
29123	29146	GO:1902706	(amino acids 463 to 542	acidogenesis		C3823112
29123	29146	GO:1902699	(amino acids 463 to 542	acidogenesis		C3823112
29164	29177	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
29558	29571	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
29592	29621	GO:0008594	in photoreceptor development.	photoreceptor cell morphogenesis		C1326034
29660	29692	GO:1902698	characteristic amino acid motifs	acidogenesis		C3823112
29660	29692	GO:1902705	characteristic amino acid motifs	acidogenesis		C3823112
29660	29692	GO:1902706	characteristic amino acid motifs	acidogenesis		C3823112
29660	29692	GO:1902699	characteristic amino acid motifs	acidogenesis		C3823112
29762	29777	GO:0007567	gene repression	parturition	Birth	C0005615
29762	29777	GO:0000003	gene repression	reproduction	Reproduction	C0035150
29847	29858	GO:0003677	DNA binding	DNA binding	dna binding	C1148673
29881	29894	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
29918	29922	GO:0005623	cell	cell	Cells	C0007634
30057	30061	GO:0005623	cell	cell	Cells	C0007634
30228	30231	GO:0043739	MUG	MUG	G/U mismatch-specific uracil-DNA glycosylase activity 	C2248641
30460	30464	GO:0005623	cell	cell	Cells	C0007634
30553	30575	GO:0045289	in luciferase activity	luciferin monooxygenase activity		C1151115
30805	30808	GO:0043739	MUG	MUG	G/U mismatch-specific uracil-DNA glycosylase activity 	C2248641
30853	30857	GO:0005623	cell	cell	Cells	C0007634
30868	30871	GO:0043739	MUG	MUG	G/U mismatch-specific uracil-DNA glycosylase activity 	C2248641
31195	31224	GO:1902698	conserved amino acid residues	acidogenesis		C3823112
31195	31224	GO:1902705	conserved amino acid residues	acidogenesis		C3823112
31195	31224	GO:1902706	conserved amino acid residues	acidogenesis		C3823112
31195	31224	GO:1902699	conserved amino acid residues	acidogenesis		C3823112
31321	31334	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
31479	31502	GO:1902698	(amino acids 463 to 542	acidogenesis		C3823112
31479	31502	GO:1902705	(amino acids 463 to 542	acidogenesis		C3823112
31479	31502	GO:1902706	(amino acids 463 to 542	acidogenesis		C3823112
